cay_trong,thoi_gian,nhiet_do,do_am,do_am_dat,anh_sang,trang_thai,san_luong
Cai thao,2024-07-01 07:00:00,22.70,65.30,71.60,70.00,Binh thuong,
Cai thao,2024-07-01 08:00:00,22.70,65.30,71.60,70.00,Binh thuong,
Cai thao,2024-07-01 09:00:00,22.40,64.70,77.10,73.40,Binh thuong,
Cai thao,2024-07-01 10:00:00,22.40,64.70,77.10,73.40,Binh thuong,
Cai thao,2024-07-01 11:00:00,21.20,64.70,77.10,72.40,Binh thuong,
Cai thao,2024-07-01 12:00:00,21.20,64.70,77.10,72.40,Binh thuong,
Cai thao,2024-07-01 13:00:00,23.10,64.30,78.30,71.50,Binh thuong,
Cai thao,2024-07-01 14:00:00,23.10,64.30,78.30,71.50,Binh thuong,
Cai thao,2024-07-01 15:00:00,22.30,64.30,78.30,74.40,Binh thuong,
Cai thao,2024-07-01 16:00:00,22.30,64.30,78.30,74.40,Binh thuong,
Cai thao,2024-07-01 17:00:00,22.40,65.40,74.50,72.50,Binh thuong,
Cai thao,2024-07-01 18:00:00,22.40,65.40,74.50,72.50,Binh thuong,
Cai thao,2024-07-01 19:00:00,22.30,61.50,70.70,72.50,Binh thuong,
Cai thao,2024-07-01 20:00:00,22.30,61.50,70.70,72.50,Binh thuong,
Cai thao,2024-07-01 21:00:00,23.80,64.00,78.80,71.10,Binh thuong,
Cai thao,2024-07-01 22:00:00,23.80,64.00,78.80,71.10,Binh thuong,
Cai thao,2024-07-01 23:00:00,22.60,64.00,78.80,71.10,Binh thuong,
Cai thao,2024-07-02 00:00:00,22.60,64.00,78.80,71.10,Binh thuong,
Cai thao,2024-07-02 01:00:00,23.40,60.70,76.20,73.70,Binh thuong,
Cai thao,2024-07-02 02:00:00,23.40,60.70,76.20,73.70,Binh thuong,
Cai thao,2024-07-02 03:00:00,21.00,62.30,79.70,70.80,Binh thuong,
Cai thao,2024-07-02 04:00:00,21.00,62.30,79.70,70.80,Binh thuong,
Cai thao,2024-07-02 05:00:00,22.90,61.60,71.50,71.40,Binh thuong,
Cai thao,2024-07-02 06:00:00,22.90,61.60,71.50,71.40,Binh thuong,
Cai thao,2024-07-02 07:00:00,23.00,64.20,75.60,72.10,Binh thuong,
Cai thao,2024-07-02 08:00:00,23.00,64.20,75.60,72.10,Binh thuong,
Cai thao,2024-07-02 09:00:00,22.30,61.80,77.30,74.60,Binh thuong,
Cai thao,2024-07-02 10:00:00,22.30,61.80,77.30,74.60,Binh thuong,
Cai thao,2024-07-02 11:00:00,23.30,61.20,70.40,70.20,Binh thuong,
Cai thao,2024-07-02 12:00:00,23.30,61.20,70.40,70.20,Binh thuong,
Cai thao,2024-07-02 13:00:00,24.00,65.00,70.40,74.90,Binh thuong,
Cai thao,2024-07-02 14:00:00,24.00,65.00,70.40,74.90,Binh thuong,
Cai thao,2024-07-02 15:00:00,22.80,65.40,73.70,73.80,Binh thuong,
Cai thao,2024-07-02 16:00:00,22.80,65.40,73.70,73.80,Binh thuong,
Cai thao,2024-07-02 17:00:00,23.10,62.90,78.30,72.60,Binh thuong,
Cai thao,2024-07-02 18:00:00,23.10,62.90,78.30,72.60,Binh thuong,
Cai thao,2024-07-02 19:00:00,21.20,60.80,77.70,74.20,Binh thuong,
Cai thao,2024-07-02 20:00:00,21.20,60.80,77.70,74.20,Binh thuong,
Cai thao,2024-07-02 21:00:00,21.90,60.80,77.70,74.20,Binh thuong,
Cai thao,2024-07-02 22:00:00,21.90,60.80,77.70,74.20,Binh thuong,
Cai thao,2024-07-02 23:00:00,23.80,66.80,72.20,70.60,Binh thuong,
Cai thao,2024-07-03 00:00:00,23.80,66.80,72.20,70.60,Binh thuong,
Cai thao,2024-07-03 01:00:00,22.00,64.80,75.30,73.20,Binh thuong,
Cai thao,2024-07-03 02:00:00,22.00,64.80,75.30,73.20,Binh thuong,
Cai thao,2024-07-03 03:00:00,21.60,60.80,76.50,73.60,Binh thuong,
Cai thao,2024-07-03 04:00:00,21.60,60.80,76.50,73.60,Binh thuong,
Cai thao,2024-07-03 05:00:00,23.40,64.10,71.80,70.20,Binh thuong,
Cai thao,2024-07-03 06:00:00,23.40,64.10,71.80,70.20,Binh thuong,
Cai thao,2024-07-03 07:00:00,21.00,66.30,79.00,72.50,Binh thuong,
Cai thao,2024-07-03 08:00:00,21.00,66.30,79.00,72.50,Binh thuong,
Cai thao,2024-07-03 09:00:00,22.90,66.30,79.00,73.00,Binh thuong,
Cai thao,2024-07-03 10:00:00,22.90,66.30,79.00,73.00,Binh thuong,
Cai thao,2024-07-03 11:00:00,22.60,61.20,78.30,71.50,Binh thuong,
Cai thao,2024-07-03 12:00:00,22.60,61.20,78.30,71.50,Binh thuong,
Cai thao,2024-07-03 13:00:00,22.10,60.80,76.40,74.70,Binh thuong,
Cai thao,2024-07-03 14:00:00,22.10,60.80,76.40,74.70,Binh thuong,
Cai thao,2024-07-03 15:00:00,21.40,66.80,73.00,70.50,Binh thuong,
Cai thao,2024-07-03 16:00:00,21.40,66.80,73.00,70.50,Binh thuong,
Cai thao,2024-07-03 17:00:00,23.50,60.70,77.20,70.90,Binh thuong,
Cai thao,2024-07-03 18:00:00,23.50,60.70,77.20,70.90,Binh thuong,
Cai thao,2024-07-03 19:00:00,22.70,61.50,75.00,70.00,Binh thuong,
Cai thao,2024-07-03 20:00:00,22.70,61.50,75.00,70.00,Binh thuong,
Cai thao,2024-07-03 21:00:00,21.70,61.50,75.00,72.20,Binh thuong,
Cai thao,2024-07-03 22:00:00,21.70,61.50,75.00,72.20,Binh thuong,
Cai thao,2024-07-03 23:00:00,23.60,64.20,73.60,70.80,Binh thuong,
Cai thao,2024-07-04 00:00:00,23.60,64.20,73.60,70.80,Binh thuong,
Cai thao,2024-07-04 01:00:00,21.40,63.60,75.60,72.50,Binh thuong,
Cai thao,2024-07-04 02:00:00,21.40,63.60,75.60,72.50,Binh thuong,
Cai thao,2024-07-04 03:00:00,23.70,62.40,72.30,71.10,Binh thuong,
Cai thao,2024-07-04 04:00:00,23.70,62.40,72.30,71.10,Binh thuong,
Cai thao,2024-07-04 05:00:00,23.80,62.30,75.20,73.60,Binh thuong,
Cai thao,2024-07-04 06:00:00,23.80,62.30,75.20,73.60,Binh thuong,
Cai thao,2024-07-04 07:00:00,22.30,62.30,75.20,73.60,Binh thuong,
Cai thao,2024-07-04 08:00:00,22.30,62.30,75.20,73.60,Binh thuong,
Cai thao,2024-07-04 09:00:00,22.60,64.70,76.70,71.60,Binh thuong,
Cai thao,2024-07-04 10:00:00,22.60,64.70,76.70,71.60,Binh thuong,
Cai thao,2024-07-04 11:00:00,22.20,66.80,76.60,70.60,Binh thuong,
Cai thao,2024-07-04 12:00:00,22.20,66.80,76.60,70.60,Binh thuong,
Cai thao,2024-07-04 13:00:00,21.90,64.40,78.10,71.30,Binh thuong,
Cai thao,2024-07-04 14:00:00,21.90,64.40,78.10,71.30,Binh thuong,
Cai thao,2024-07-04 15:00:00,23.50,62.10,70.40,72.60,Binh thuong,
Cai thao,2024-07-04 16:00:00,23.50,62.10,70.40,72.60,Binh thuong,
Cai thao,2024-07-04 17:00:00,21.90,65.70,72.70,71.50,Binh thuong,
Cai thao,2024-07-04 18:00:00,21.90,65.70,72.70,71.50,Binh thuong,
Cai thao,2024-07-04 19:00:00,23.70,61.60,72.70,72.80,Binh thuong,
Cai thao,2024-07-04 20:00:00,23.70,61.60,72.70,72.80,Binh thuong,
Cai thao,2024-07-04 21:00:00,22.80,61.60,72.70,72.80,Binh thuong,
Cai thao,2024-07-04 22:00:00,22.80,61.60,72.70,72.80,Binh thuong,
Cai thao,2024-07-04 23:00:00,21.80,66.30,79.70,70.40,Binh thuong,
Cai thao,2024-07-05 00:00:00,21.80,66.30,79.70,70.40,Binh thuong,
Cai thao,2024-07-05 01:00:00,21.50,66.30,79.70,70.40,Binh thuong,
Cai thao,2024-07-05 02:00:00,21.50,66.30,79.70,70.40,Binh thuong,
Cai thao,2024-07-05 03:00:00,21.20,66.70,72.30,72.10,Binh thuong,
Cai thao,2024-07-05 04:00:00,21.20,66.70,72.30,72.10,Binh thuong,
Cai thao,2024-07-05 05:00:00,22.10,66.70,72.30,73.10,Binh thuong,
Cai thao,2024-07-05 06:00:00,22.10,66.70,72.30,73.10,Binh thuong,
Cai thao,2024-07-05 07:00:00,23.60,63.70,76.80,71.50,Binh thuong,
Cai thao,2024-07-05 08:00:00,23.60,63.70,76.80,71.50,Binh thuong,
Cai thao,2024-07-05 09:00:00,21.60,66.90,76.20,70.60,Binh thuong,
Cai thao,2024-07-05 10:00:00,21.60,66.90,76.20,70.60,Binh thuong,
Cai thao,2024-07-05 11:00:00,22.30,65.90,77.60,72.50,Binh thuong,
Cai thao,2024-07-05 12:00:00,22.30,65.90,77.60,72.50,Binh thuong,
Cai thao,2024-07-05 13:00:00,21.30,64.30,77.80,70.90,Binh thuong,
Cai thao,2024-07-05 14:00:00,21.30,64.30,77.80,70.90,Binh thuong,
Cai thao,2024-07-05 15:00:00,21.30,62.50,74.80,74.90,Binh thuong,
Cai thao,2024-07-05 16:00:00,21.30,62.50,74.80,74.90,Binh thuong,
Cai thao,2024-07-05 17:00:00,23.80,67.00,74.50,70.40,Binh thuong,
Cai thao,2024-07-05 18:00:00,23.80,67.00,74.50,70.40,Binh thuong,
Cai thao,2024-07-05 19:00:00,22.10,61.70,70.80,72.60,Binh thuong,
Cai thao,2024-07-05 20:00:00,22.10,61.70,70.80,72.60,Binh thuong,
Cai thao,2024-07-05 21:00:00,22.00,63.70,70.90,73.80,Binh thuong,
Cai thao,2024-07-05 22:00:00,22.00,63.70,70.90,73.80,Binh thuong,
Cai thao,2024-07-05 23:00:00,21.90,64.50,74.70,71.80,Binh thuong,
Cai thao,2024-07-06 00:00:00,21.90,64.50,74.70,71.80,Binh thuong,
Cai thao,2024-07-06 01:00:00,21.60,62.60,75.20,71.00,Binh thuong,
Cai thao,2024-07-06 02:00:00,21.60,62.60,75.20,71.00,Binh thuong,
Cai thao,2024-07-06 03:00:00,21.30,62.60,75.20,71.00,Binh thuong,
Cai thao,2024-07-06 04:00:00,21.30,62.60,75.20,71.00,Binh thuong,
Cai thao,2024-07-06 05:00:00,21.10,64.60,72.00,73.30,Binh thuong,
Cai thao,2024-07-06 06:00:00,21.10,64.60,72.00,73.30,Binh thuong,
Cai thao,2024-07-06 07:00:00,23.70,62.30,71.70,74.90,Binh thuong,
Cai thao,2024-07-06 08:00:00,23.70,62.30,71.70,74.90,Binh thuong,
Cai thao,2024-07-06 09:00:00,22.30,62.30,71.70,74.90,Binh thuong,
Cai thao,2024-07-06 10:00:00,22.30,62.30,71.70,74.90,Binh thuong,
Cai thao,2024-07-06 11:00:00,23.80,60.30,71.10,74.70,Binh thuong,
Cai thao,2024-07-06 12:00:00,23.80,60.30,71.10,74.70,Binh thuong,
Cai thao,2024-07-06 13:00:00,23.00,60.30,71.10,73.30,Binh thuong,
Cai thao,2024-07-06 14:00:00,23.00,60.30,71.10,73.30,Binh thuong,
Cai thao,2024-07-06 15:00:00,23.30,62.10,78.40,73.30,Binh thuong,
Cai thao,2024-07-06 16:00:00,23.30,62.10,78.40,73.30,Binh thuong,
Cai thao,2024-07-06 17:00:00,22.20,65.80,79.50,73.80,Binh thuong,
Cai thao,2024-07-06 18:00:00,22.20,65.80,79.50,73.80,Binh thuong,
Cai thao,2024-07-06 19:00:00,23.40,65.80,79.50,74.80,Binh thuong,
Cai thao,2024-07-06 20:00:00,23.40,65.80,79.50,74.80,Binh thuong,
Cai thao,2024-07-06 21:00:00,21.40,66.40,79.90,72.20,Binh thuong,
Cai thao,2024-07-06 22:00:00,21.40,66.40,79.90,72.20,Binh thuong,
Cai thao,2024-07-06 23:00:00,23.80,66.40,79.90,72.20,Binh thuong,
Cai thao,2024-07-07 00:00:00,23.80,66.40,79.90,72.20,Binh thuong,
Cai thao,2024-07-07 01:00:00,22.20,66.50,79.20,71.10,Binh thuong,
Cai thao,2024-07-07 02:00:00,22.20,66.50,79.20,71.10,Binh thuong,
Cai thao,2024-07-07 03:00:00,23.70,60.00,71.50,71.30,Binh thuong,
Cai thao,2024-07-07 04:00:00,23.70,60.00,71.50,71.30,Binh thuong,
Cai thao,2024-07-07 05:00:00,21.50,62.30,77.50,70.30,Binh thuong,
Cai thao,2024-07-07 06:00:00,21.50,62.30,77.50,70.30,Binh thuong,
Cai thao,2024-07-07 07:00:00,21.40,64.50,70.40,74.00,Binh thuong,
Cai thao,2024-07-07 08:00:00,21.40,64.50,70.40,74.00,Binh thuong,
Cai thao,2024-07-07 09:00:00,23.20,62.00,77.10,70.80,Binh thuong,
Cai thao,2024-07-07 10:00:00,23.20,62.00,77.10,70.80,Binh thuong,
Cai thao,2024-07-07 11:00:00,23.70,65.40,71.10,74.50,Binh thuong,
Cai thao,2024-07-07 12:00:00,23.70,65.40,71.10,74.50,Binh thuong,
Cai thao,2024-07-07 13:00:00,21.80,65.40,71.10,74.50,Binh thuong,
Cai thao,2024-07-07 14:00:00,21.80,65.40,71.10,74.50,Binh thuong,
Cai thao,2024-07-07 15:00:00,22.90,60.00,76.50,74.20,Binh thuong,
Cai thao,2024-07-07 16:00:00,22.90,60.00,76.50,74.20,Binh thuong,
Cai thao,2024-07-07 17:00:00,22.90,62.50,73.00,74.70,Binh thuong,
Cai thao,2024-07-07 18:00:00,22.90,62.50,73.00,74.70,Binh thuong,
Cai thao,2024-07-07 19:00:00,23.40,60.20,79.60,74.80,Binh thuong,
Cai thao,2024-07-07 20:00:00,23.40,60.20,79.60,74.80,Binh thuong,
Cai thao,2024-07-07 21:00:00,22.40,61.90,73.40,73.80,Binh thuong,
Cai thao,2024-07-07 21:00:00,22.40,61.90,73.40,73.80,Binh thuong,
Cai thao,2024-07-07 22:00:00,23.00,64.20,76.70,72.90,Binh thuong,
Cai thao,2024-07-07 23:00:00,23.00,64.20,76.70,72.90,Binh thuong,
Cai thao,2024-07-08 00:00:00,23.70,63.80,79.80,71.30,Binh thuong,
Cai thao,2024-07-08 00:00:00,23.70,63.80,79.80,71.30,Binh thuong,
Cai thao,2024-07-08 01:00:00,21.70,62.50,76.20,70.50,Binh thuong,
Cai thao,2024-07-08 02:00:00,21.70,62.50,76.20,70.50,Binh thuong,
Cai thao,2024-07-08 03:00:00,22.00,61.20,77.40,73.10,Binh thuong,
Cai thao,2024-07-08 04:00:00,22.00,61.20,77.40,73.10,Binh thuong,
Cai thao,2024-07-08 05:00:00,23.80,61.20,77.40,73.10,Binh thuong,
Cai thao,2024-07-08 06:00:00,23.80,61.20,77.40,73.10,Binh thuong,
Cai thao,2024-07-08 07:00:00,23.50,64.10,77.00,73.60,Binh thuong,
Cai thao,2024-07-08 08:00:00,23.50,64.10,77.00,73.60,Binh thuong,
Cai thao,2024-07-08 09:00:00,22.30,63.70,79.20,72.60,Binh thuong,
Cai thao,2024-07-08 10:00:00,22.30,63.70,79.20,72.60,Binh thuong,
Cai thao,2024-07-08 11:00:00,21.70,66.50,75.40,73.00,Binh thuong,
Cai thao,2024-07-08 12:00:00,21.70,66.50,75.40,73.00,Binh thuong,
Cai thao,2024-07-08 13:00:00,23.50,66.50,75.40,73.00,Binh thuong,
Cai thao,2024-07-08 14:00:00,23.50,66.50,75.40,73.00,Binh thuong,
Cai thao,2024-07-08 15:00:00,22.10,64.60,75.20,72.10,Binh thuong,
Cai thao,2024-07-08 16:00:00,22.10,64.60,75.20,72.10,Binh thuong,
Cai thao,2024-07-08 17:00:00,22.80,66.50,75.20,72.30,Binh thuong,
Cai thao,2024-07-08 18:00:00,22.80,66.50,75.20,72.30,Binh thuong,
Cai thao,2024-07-08 19:00:00,21.50,60.50,72.10,72.30,Binh thuong,
Cai thao,2024-07-08 20:00:00,21.50,60.50,72.10,72.30,Binh thuong,
Cai thao,2024-07-08 21:00:00,21.60,60.50,72.10,70.00,Binh thuong,
Cai thao,2024-07-08 22:00:00,21.60,60.50,72.10,70.00,Binh thuong,
Cai thao,2024-07-08 23:00:00,21.80,62.00,78.50,73.40,Binh thuong,
Cai thao,2024-07-09 00:00:00,21.80,62.00,78.50,73.40,Binh thuong,
Cai thao,2024-07-09 01:00:00,23.50,64.10,79.20,71.30,Binh thuong,
Cai thao,2024-07-09 02:00:00,23.50,64.10,79.20,71.30,Binh thuong,
Cai thao,2024-07-09 03:00:00,21.80,62.50,71.80,74.10,Binh thuong,
Cai thao,2024-07-09 04:00:00,21.80,62.50,71.80,74.10,Binh thuong,
Cai thao,2024-07-09 05:00:00,23.20,63.30,71.90,71.40,Binh thuong,
Cai thao,2024-07-09 06:00:00,23.20,63.30,71.90,71.40,Binh thuong,
Cai thao,2024-07-09 07:00:00,23.70,63.70,76.70,73.60,Binh thuong,
Cai thao,2024-07-09 08:00:00,23.70,63.70,76.70,73.60,Binh thuong,
Cai thao,2024-07-09 09:00:00,23.50,66.70,78.50,72.80,Binh thuong,
Cai thao,2024-07-09 10:00:00,23.50,66.70,78.50,72.80,Binh thuong,
Cai thao,2024-07-09 11:00:00,22.40,60.20,71.70,70.40,Binh thuong,
Cai thao,2024-07-09 12:00:00,22.40,60.20,71.70,70.40,Binh thuong,
Cai thao,2024-07-09 13:00:00,23.40,63.30,79.50,70.40,Binh thuong,
Cai thao,2024-07-09 14:00:00,23.40,63.30,79.50,70.40,Binh thuong,
Cai thao,2024-07-09 15:00:00,22.50,64.50,74.20,74.00,Binh thuong,
Cai thao,2024-07-09 16:00:00,22.50,64.50,74.20,74.00,Binh thuong,
Cai thao,2024-07-09 17:00:00,21.80,66.20,71.50,72.30,Binh thuong,
Cai thao,2024-07-09 18:00:00,21.80,66.20,71.50,72.30,Binh thuong,
Cai thao,2024-07-09 19:00:00,22.10,60.90,70.70,73.50,Binh thuong,
Cai thao,2024-07-09 20:00:00,22.10,60.90,70.70,73.50,Binh thuong,
Cai thao,2024-07-09 21:00:00,23.80,65.50,76.50,73.50,Binh thuong,
Cai thao,2024-07-09 22:00:00,23.80,65.50,76.50,73.50,Binh thuong,
Cai thao,2024-07-09 23:00:00,21.50,64.00,70.40,71.30,Binh thuong,
Cai thao,2024-07-10 00:00:00,21.50,64.00,70.40,71.30,Binh thuong,
Cai thao,2024-07-10 01:00:00,22.60,62.30,76.60,73.40,Binh thuong,
Cai thao,2024-07-10 02:00:00,22.60,62.30,76.60,73.40,Binh thuong,
Cai thao,2024-07-10 03:00:00,22.70,61.00,75.50,70.60,Binh thuong,
Cai thao,2024-07-10 04:00:00,22.70,61.00,75.50,70.60,Binh thuong,
Cai thao,2024-07-10 05:00:00,21.50,67.00,74.70,72.90,Binh thuong,
Cai thao,2024-07-10 06:00:00,21.50,67.00,74.70,72.90,Binh thuong,
Cai thao,2024-07-10 07:00:00,21.00,64.20,72.30,73.00,Binh thuong,
Cai thao,2024-07-10 08:00:00,21.00,64.20,72.30,73.00,Binh thuong,
Cai thao,2024-07-10 09:00:00,23.00,63.70,70.00,71.90,Binh thuong,
Cai thao,2024-07-10 10:00:00,23.00,63.70,70.00,71.90,Binh thuong,
Cai thao,2024-07-10 11:00:00,22.10,61.70,79.20,73.50,Binh thuong,
Cai thao,2024-07-10 12:00:00,22.10,61.70,79.20,73.50,Binh thuong,
Cai thao,2024-07-10 13:00:00,23.90,64.80,76.40,73.20,Binh thuong,
Cai thao,2024-07-10 14:00:00,23.90,64.80,76.40,73.20,Binh thuong,
Cai thao,2024-07-10 15:00:00,21.70,64.30,76.20,74.70,Binh thuong,
Cai thao,2024-07-10 16:00:00,21.70,64.30,76.20,74.70,Da Thu Hoach,120.9
Lua,2024-07-10 17:00:00,23.20,66.20,74.60,72.90,Binh thuong,
Lua,2024-07-10 18:00:00,23.20,66.20,74.60,72.90,Binh thuong,
Lua,2024-07-10 19:00:00,23.70,60.60,73.30,72.70,Binh thuong,
Lua,2024-07-10 20:00:00,23.70,60.60,73.30,72.70,Binh thuong,
Lua,2024-07-10 21:00:00,22.20,64.90,76.70,73.30,Binh thuong,
Lua,2024-07-10 22:00:00,22.20,64.90,76.70,73.30,Binh thuong,
Lua,2024-07-10 23:00:00,22.80,66.30,75.60,70.10,Binh thuong,
Lua,2024-07-11 00:00:00,22.80,66.30,75.60,70.10,Binh thuong,
Lua,2024-07-11 01:00:00,21.00,65.10,75.90,70.10,Binh thuong,
Lua,2024-07-11 02:00:00,21.00,65.10,75.90,70.10,Binh thuong,
Lua,2024-07-11 03:00:00,23.60,63.40,76.40,72.60,Binh thuong,
Lua,2024-07-11 04:00:00,23.60,63.40,76.40,72.60,Binh thuong,
Lua,2024-07-11 05:00:00,23.20,61.20,71.20,72.40,Binh thuong,
Lua,2024-07-11 06:00:00,23.20,61.20,71.20,72.40,Binh thuong,
Lua,2024-07-11 07:00:00,22.80,60.30,79.50,71.20,Binh thuong,
Lua,2024-07-11 08:00:00,22.80,60.30,79.50,71.20,Binh thuong,
Lua,2024-07-11 09:00:00,22.30,60.30,70.90,73.80,Binh thuong,
Lua,2024-07-11 10:00:00,22.30,60.30,70.90,73.80,Binh thuong,
Lua,2024-07-11 11:00:00,22.30,61.40,79.30,73.50,Binh thuong,
Lua,2024-07-11 12:00:00,22.30,61.40,79.30,73.50,Binh thuong,
Lua,2024-07-11 13:00:00,22.10,61.40,79.30,73.50,Binh thuong,
Lua,2024-07-11 14:00:00,22.10,61.40,79.30,73.50,Binh thuong,
Lua,2024-07-11 15:00:00,22.70,66.90,72.00,70.60,Binh thuong,
Lua,2024-07-11 16:00:00,22.70,66.90,72.00,70.60,Binh thuong,
Lua,2024-07-11 17:00:00,21.10,63.80,72.40,72.50,Binh thuong,
Lua,2024-07-11 18:00:00,21.10,63.80,72.40,72.50,Binh thuong,
Lua,2024-07-11 19:00:00,23.70,65.90,76.80,71.30,Binh thuong,
Lua,2024-07-11 20:00:00,23.70,65.90,76.80,71.30,Binh thuong,
Lua,2024-07-11 21:00:00,22.00,60.30,76.10,72.30,Binh thuong,
Lua,2024-07-11 22:00:00,22.00,60.30,76.10,72.30,Binh thuong,
Lua,2024-07-11 23:00:00,23.50,60.50,76.80,70.50,Binh thuong,
Lua,2024-07-12 00:00:00,23.50,60.50,76.80,70.50,Binh thuong,
Lua,2024-07-12 01:00:00,21.00,64.60,70.50,70.50,Binh thuong,
Lua,2024-07-12 02:00:00,21.00,64.60,70.50,70.50,Binh thuong,
Lua,2024-07-12 03:00:00,22.20,64.60,70.50,70.70,Binh thuong,
Lua,2024-07-12 04:00:00,22.20,64.60,70.50,70.70,Binh thuong,
Lua,2024-07-12 05:00:00,21.50,66.50,71.30,71.70,Binh thuong,
Lua,2024-07-12 06:00:00,21.50,66.50,71.30,71.70,Binh thuong,
Lua,2024-07-12 07:00:00,22.00,60.90,74.20,74.40,Binh thuong,
Lua,2024-07-12 08:00:00,22.00,60.90,74.20,74.40,Binh thuong,
Lua,2024-07-12 09:00:00,23.60,63.70,72.40,71.50,Binh thuong,
Lua,2024-07-12 10:00:00,23.60,63.70,72.40,71.50,Binh thuong,
Lua,2024-07-12 11:00:00,21.10,60.00,71.50,73.80,Binh thuong,
Lua,2024-07-12 12:00:00,21.10,60.00,71.50,73.80,Binh thuong,
Lua,2024-07-12 13:00:00,21.50,63.00,71.80,74.80,Binh thuong,
Lua,2024-07-12 14:00:00,21.50,63.00,71.80,74.80,Binh thuong,
Lua,2024-07-12 15:00:00,22.50,62.30,71.80,72.60,Binh thuong,
Lua,2024-07-12 16:00:00,22.50,62.30,71.80,72.60,Binh thuong,
Lua,2024-07-12 17:00:00,24.00,60.20,77.30,73.50,Binh thuong,
Lua,2024-07-12 18:00:00,24.00,60.20,77.30,73.50,Binh thuong,
Lua,2024-07-12 19:00:00,23.10,62.80,77.30,74.60,Binh thuong,
Lua,2024-07-12 20:00:00,23.10,62.80,77.30,74.60,Binh thuong,
Lua,2024-07-12 21:00:00,21.00,60.00,75.60,74.10,Binh thuong,
Lua,2024-07-12 22:00:00,21.00,60.00,75.60,74.10,Binh thuong,
Lua,2024-07-12 23:00:00,23.50,64.20,71.80,71.60,Binh thuong,
Lua,2024-07-13 00:00:00,23.50,64.20,71.80,71.60,Binh thuong,
Lua,2024-07-13 01:00:00,22.80,65.90,71.80,72.50,Binh thuong,
Lua,2024-07-13 02:00:00,22.80,65.90,71.80,72.50,Binh thuong,
Lua,2024-07-13 03:00:00,21.90,65.60,79.00,72.50,Binh thuong,
Lua,2024-07-13 04:00:00,21.70,61.10,70.30,70.00,Binh thuong,
Lua,2024-07-13 05:00:00,21.60,66.40,76.50,73.70,Binh thuong,
Lua,2024-07-13 06:00:00,21.20,66.90,77.40,72.90,Binh thuong,
Lua,2024-07-13 07:00:00,21.20,66.90,77.40,72.90,Binh thuong,
Lua,2024-07-13 08:00:00,21.80,65.20,76.90,74.70,Binh thuong,
Lua,2024-07-13 09:00:00,21.80,65.20,76.90,74.70,Binh thuong,
Lua,2024-07-13 10:00:00,21.70,64.10,78.20,73.80,Binh thuong,
Lua,2024-07-13 11:00:00,21.70,64.10,78.20,73.80,Binh thuong,
Lua,2024-07-13 12:00:00,23.40,63.50,72.70,70.90,Binh thuong,
Lua,2024-07-13 13:00:00,23.40,63.50,72.70,70.90,Binh thuong,
Lua,2024-07-13 14:00:00,21.90,66.90,71.70,72.10,Binh thuong,
Lua,2024-07-13 15:00:00,21.90,66.90,71.70,72.10,Binh thuong,
Lua,2024-07-13 16:00:00,22.50,63.10,74.60,72.60,Binh thuong,
Lua,2024-07-13 17:00:00,22.50,63.10,74.60,72.60,Binh thuong,
Lua,2024-07-13 18:00:00,22.40,66.70,70.80,73.40,Binh thuong,
Lua,2024-07-13 19:00:00,22.30,64.20,72.50,73.40,Binh thuong,
Lua,2024-07-13 20:00:00,22.90,67.00,73.10,74.70,Binh thuong,
Lua,2024-07-13 21:00:00,22.90,67.00,73.10,74.70,Binh thuong,
Lua,2024-07-13 22:00:00,23.60,60.90,76.30,74.60,Binh thuong,
Lua,2024-07-13 23:00:00,23.60,60.90,76.30,74.60,Binh thuong,
Lua,2024-07-14 00:00:00,23.50,65.20,77.30,73.50,Binh thuong,
Lua,2024-07-14 01:00:00,23.50,65.20,77.30,73.50,Binh thuong,
Lua,2024-07-14 02:00:00,22.70,66.90,76.10,72.10,Binh thuong,
Lua,2024-07-14 03:00:00,22.70,66.90,76.10,72.10,Binh thuong,
Lua,2024-07-14 04:00:00,23.50,62.10,78.50,70.20,Binh thuong,
Lua,2024-07-14 04:00:00,23.50,62.10,78.50,70.20,Binh thuong,
Lua,2024-07-14 05:00:00,23.70,61.80,71.30,74.90,Binh thuong,
Lua,2024-07-14 06:00:00,23.70,61.80,71.30,74.90,Binh thuong,
Lua,2024-07-14 07:00:00,21.20,67.00,77.00,71.50,Binh thuong,
Lua,2024-07-14 08:00:00,21.20,67.00,77.00,71.50,Binh thuong,
Lua,2024-07-14 09:00:00,21.10,66.50,77.80,71.10,Binh thuong,
Lua,2024-07-14 10:00:00,21.10,66.50,77.80,71.10,Binh thuong,
Lua,2024-07-14 11:00:00,21.70,60.10,70.20,72.50,Binh thuong,
Lua,2024-07-14 12:00:00,21.70,60.10,70.20,72.50,Binh thuong,
Lua,2024-07-14 13:00:00,23.30,61.20,74.00,72.30,Binh thuong,
Lua,2024-07-14 14:00:00,23.30,61.20,74.00,72.30,Binh thuong,
Lua,2024-07-14 15:00:00,22.80,65.10,70.80,72.70,Binh thuong,
Lua,2024-07-14 16:00:00,22.80,65.10,70.80,72.70,Binh thuong,
Lua,2024-07-14 17:00:00,22.60,61.50,77.10,71.20,Binh thuong,
Lua,2024-07-14 18:00:00,22.60,61.50,77.10,71.20,Binh thuong,
Lua,2024-07-14 19:00:00,23.80,65.00,79.80,74.70,Binh thuong,
Lua,2024-07-14 20:00:00,23.80,65.00,79.80,74.70,Binh thuong,
